DUX4_target,TPRX1,KLF17,KDM4E,RFPL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4Z4_interactome,ARHGAP18,ENOSF1,SCFD2,CSNK1D,DUS1L,FZR1,GEMIN4,CHRNE,DAZAP1,AP4M1,REXO1,IDH1,DELE1,MIER2,PIP5K1C,RECQL5,NUDT4,MAPK1,SAP30BP,CTNS,RNF24,S1PR4,SMYD4,RUFY3,RANBP3,MB21D2,ZDHHC8,AP3D1,MED16,SAFB2,SAFB,LAMA2,ZMAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAX7_target,ZC3H12A,CRY2,TSLP,HMGB2,DDAH1,MCM2,PALMD,ABCG1,APLN,ATP9A,MEAF6,PKP1,MAFK,HAUS5,NMRAL1,TPX2,CD300LB,SLCO4A1,PBK,GSR,TMCC3,POR,HCK,NETO2,POLD1,RBM47,CHTF18,MCM3,TYMS,RAD51,SETD7,CDCA2,PPBP,STC1,HMGN2,CDKN2B,GAS6,PRKCA,CDCA7,FNDC3B,NDEL1,FAM189A2,CAD,BLM,CASP7,ZNF704,PCSK6,SMCHD1,NKD2,MCM5,DBF4,RND1,FOXF2,LMNB1,EME1,LBR,IL18RAP,MAD2L1,CRLF3,DGKG,ATP2B1,DOCK10,ZMYM3,PLXDC1,FOSL2,PPP1R13L,PFAS,CCDC138,PTGS1,CNKSR2,RET,COL15A1,LATS2,IGSF3,POLE,NR4A1,HBEGF,LOXL4,TLL1,GJC1
