DUX4_target,SLC34A2,CCNA1,LEUTX,SNAI1,TRIM49B,PRAMEF6,RFPL4A,PRAMEF2,PRAMEF9,TRIM49C,PRAMEF7,RFPL4B,TPRX1,TRIM43,TRIM51,ZSCAN4,KLF17,,,,,,,,,,,,,,,,,,,,,,,,
D4Z4_interactome,CFD,IQGAP1,PLD2,RAB31,TRIP10,RFX2,ANTXR2,ZSCAN21,FBXO32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAX7_target,PENK,FSTL1,TGFBI,DPT,S100A4,NNMT,ACTG2,MGP,ANGPTL2,FBLN2,ARMCX2,AURKB,NR1D1,FGF18,ZC3H12A,NPNT,CA13,CHAF1B,DNMT1,PLSCR4,ACTN1,MFAP5,HTRA1,NT5E,ITPR1,POR,SNX7,TMEM158,ESPL1,SUV39H2,SEMA6B,TROAP,PDIA5,CCDC80,CDCA5,NUF2,FANCD2,CKAP2L,LOXL4,APLN,MGST1
